id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm191374,I Know What You Did Last Summer,MOVIE,"After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""",1997,R,101,"['horror', 'thriller']",['US'],,tt0125208,5.7,142696.0,15.885,5.933
ts9,The Walking Dead,SHOW,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010,TV-MA,46,"['action', 'drama', 'horror', 'thriller']",['US'],11.0,tt1520211,8.1,1013253.0,656.772,8.116
ts21465,Supernatural,SHOW,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,TV-14,45,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",['US'],15.0,tt0460681,8.4,453184.0,572.356,8.303
ts34569,Mononoke,SHOW,"The Medicine Seller is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called mononoke to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.",2007,TV-MA,22,"['animation', 'thriller', 'scifi', 'horror', 'fantasy']",['JP'],1.0,tt1992935,8.3,2437.0,12.401,7.9
tm74402,The Mist,MOVIE,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",2007,R,126,"['thriller', 'horror', 'scifi']",['US'],,tt0884328,7.1,317831.0,29.464,6.884
tm109300,Resident Evil,MOVIE,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002,R,100,"['horror', 'action', 'scifi', 'european']","['FR', 'DE', 'GB', 'CA']",,tt0120804,6.6,275939.0,22.082,6.601
tm94422,Resident Evil: Apocalypse,MOVIE,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",2004,R,94,"['action', 'scifi', 'horror', 'thriller', 'european']","['GB', 'US', 'CA']",,tt0318627,6.1,202887.0,20.554,6.34
tm96208,Resident Evil: Afterlife,MOVIE,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2010,R,97,"['action', 'horror', 'scifi', 'european', 'drama', 'fantasy', 'thriller']","['US', 'CA', 'DE']",,tt1220634,5.8,174100.0,1.634,6.042
ts21740,Black Butler,SHOW,"In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.",2008,TV-MA,25,"['animation', 'comedy', 'drama', 'thriller', 'scifi', 'fantasy', 'crime', 'action', 'horror']",['JP'],3.0,tt1316554,8.2,1997.0,40.591,7.5
ts178360,El cartel 2 - La guerra total,SHOW,Now Pepe Cadena finishes telling the story in which the most powerful drug traffickers in Colombia are strengthened but later fall while he and others dedicate themselves to the dangerous task of exposing them to collaborate with justice.,2010,TV-MA,44,"['thriller', 'war', 'action', 'crime', 'horror']",['CO'],1.0,tt1667724,6.7,243.0,,
tm95238,The Boy Who Cried Werewolf,MOVIE,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,G,97,"['fantasy', 'comedy', 'family', 'horror']","['US', 'CA']",,tt1451423,5.9,3526.0,21.046,6.47
tm237621,The Figurine: Araromire,MOVIE,"Two buddies and a girl, down on their luck, have their lives changed when one of them discovers a mysterious figurine in an abandoned shrine which, according to legend, bestows seven years of good luck. But no one told them about the next seven years...",2009,PG-13,122,"['drama', 'horror', 'thriller']",['NG'],,tt1542960,4.4,266.0,3.249,4.0
tm170169,Kaal,MOVIE,"After a series of deaths in Orbit Park, India, are attributed to a man-eating tiger, wildlife expert Krish and his photographer decide to investigate the incidents for a magazine article.",2005,,126,"['thriller', 'horror', 'scifi']",['IN'],,tt0415908,4.7,5582.0,8.081,4.2
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,Shrek and his pals have a series of adventures.,2010,TV-PG,24,"['animation', 'comedy', 'family', 'fantasy', 'horror', 'music', 'scifi']",['US'],1.0,tt6950338,6.5,427.0,7.606,8.3
tm352863,Splatter,MOVIE,"After self-righteous rockstar Johnny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of his will: the manager, the shrink, the guitarist, the lover, and the groupie. Will they get what they came for, or what Splatter thinks they deserve?",2009,,29,['horror'],['US'],,tt6999072,,,2.226,3.4
ts21095,Teenage Mutant Ninja Turtles,SHOW,"The Teenage Mutant Ninja Turtles are back in an all-new animated series on Nickelodeon! Surfacing topside for the first time on their fifteenth birthday, the titular turtles, Leonardo, Michelangelo, Raphael and Donatello, find that life out of the sewers isn't exactly what they thought it would be. Now the turtles must work together as a team to take on new enemies that arise to take over New York City.",2012,TV-Y7,24,"['action', 'scifi', 'horror', 'comedy', 'family', 'fantasy', 'thriller', 'animation', 'crime', 'drama']",['US'],5.0,tt1877889,7.9,11964.0,55.722,8.269
ts20433,JoJo's Bizarre Adventure,SHOW,"Follow the intergenerational feud between the Joestar Family and various forces of evil, the most prominent of which is Dio Brando and his followers.",2012,TV-MA,24,"['animation', 'action', 'thriller', 'comedy', 'drama', 'fantasy', 'horror']",['JP'],5.0,tt2359704,8.5,26839.0,236.02,8.658
tm39771,Resident Evil: Retribution,MOVIE,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",2012,R,96,"['horror', 'action', 'scifi', 'thriller', 'fantasy']","['US', 'CA', 'DE']",,tt1855325,5.3,144973.0,4.855,5.8
ts9246,Blue Exorcist,SHOW,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011,TV-14,24,"['action', 'comedy', 'scifi', 'drama', 'family', 'animation', 'fantasy', 'horror']",['JP'],2.0,tt1799631,7.4,13844.0,59.969,8.019
tm177044,Naruto Shippuden the Movie: Blood Prison,MOVIE,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011,PG-13,108,"['thriller', 'comedy', 'horror', 'animation', 'action', 'fantasy']",['JP'],,tt1999167,7.1,5356.0,71.739,7.326
ts81858,Larva,SHOW,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,2011,TV-G,2,"['comedy', 'family', 'animation', 'thriller', 'drama', 'horror']",['KR'],5.0,tt6966158,7.1,696.0,22.066,7.375
ts20682,Attack on Titan,SHOW,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",2013,TV-MA,23,"['horror', 'animation', 'action', 'drama', 'fantasy', 'scifi']",['JP'],4.0,tt6786558,9.0,325381.0,374.764,8.6
tm179734,World War Z,MOVIE,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013,PG-13,116,"['horror', 'thriller', 'drama', 'action', 'scifi']",['US'],,tt0816711,7.0,679048.0,86.904,6.802
ts20824,The Originals,SHOW,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.",2013,TV-14,43,"['scifi', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4151288,8.3,139044.0,178.434,8.605
tm140524,Dracula Untold,MOVIE,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",2014,PG-13,92,"['drama', 'horror', 'fantasy', 'war', 'action']",['US'],,tt0829150,6.2,199552.0,24.753,6.388
tm149302,Ouija,MOVIE,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,2014,PG-13,89,"['horror', 'thriller']",['US'],,tt1204977,4.5,54233.0,32.231,5.2
tm143474,Vampire Academy,MOVIE,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",2014,PG-13,104,"['fantasy', 'comedy', 'action', 'drama', 'horror', 'thriller']",['US'],,tt1686821,5.4,55615.0,22.124,6.347
tm170237,Of Good Report,MOVIE,"After engaging in an illicit affair with one of his pupils, teacher Parker Sithole spirals into an abyss of obsession that eventually turns to murder. A cinephile's passionate homage to classic film noir,  Of Good Report is a serial killer origins story about how a social misfit turns into an inadequate man hellbent on satisfying his shameful lust. It is Little Red Riding Hood, told from the wolf's perspective.",2013,,104,"['drama', 'thriller', 'horror']",['ZA'],,tt2736074,6.4,126.0,1.616,6.8
tm182969,D@bbe: The Possession,MOVIE,"Preparing for her wedding, Kübra gets possessed by unknown livings. To cure Kübra, a psychiatrist, Ebru, gets on way. Ebru is also an old friend of Kübra. Ebru would work together with an exorcist to save Kübra. Just when things seemed to be going well, everything start going horribly wrong.",2013,,134,['horror'],['TR'],,tt3069758,6.8,6383.0,7.615,5.8
tm145216,D@bbe 5: Curse of the Jinn,MOVIE,"Dilek, a housewife suddenly starts to feel presence of something abnormal in a specific room in their house. Though her husband, Omer refuses to agree with her but situation become worse. They find out that, an ancient paranormal creature called Jinn, has cursed on Dilek. They seek for a way to cure her but instead they find out some shocking event of Dilek's early life.",2014,R,132,['horror'],['TR'],,tt3886722,5.9,3988.0,5.946,5.067
tm169294,Pagpag: Siyam na Buhay,MOVIE,The movie follows a group of teenagers that are terrorized by an evil spirit. The film revolves around the traditional Filipino belief that one should never go home directly after visiting a wake since it risks bringing evil spirits or the deceased to one's home.,2013,,105,['horror'],['PH'],,tt2996950,5.5,366.0,4.093,7.0
tm681614,Grandmother's Farm,MOVIE,A guys' getaway to one of their grandmother's farm in the desert goes from fun to frightening when a mystery guest crashes the party.,2013,,71,"['comedy', 'horror']",['AE'],,tt10033686,3.3,96.0,,
ts38796,Stranger Things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1220079.0,297.704,8.6
ts35554,Scream: The TV Series,SHOW,"What starts as a YouTube video going viral, soon leads to problems for the teenagers of Lakewood and serves as the catalyst for a murder that opens up a window to the town's troubled past. Everyone has secrets. Everyone tells lies. Everyone is fair game.",2015,TV-14,43,"['drama', 'thriller', 'comedy', 'crime', 'horror']",['US'],3.0,tt10540680,7.1,42255.0,29.306,6.871
ts36885,Ash vs Evil Dead,SHOW,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",2015,TV-MA,30,"['scifi', 'action', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],3.0,tt4189022,8.4,70087.0,24.73,7.666
tm150928,It Follows,MOVIE,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",2015,R,101,"['horror', 'thriller']",['US'],,tt3235888,6.8,248961.0,32.316,6.56
tm132278,Hotel Transylvania 2,MOVIE,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",2015,PG,89,"['comedy', 'fantasy', 'horror', 'family', 'music', 'drama', 'romance', 'action', 'animation']",['US'],,tt2510894,6.6,131856.0,49.449,6.791
ts38718,Slasher,SHOW,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['US'],5.0,tt4667888,6.7,15108.0,38.739,6.671
ts21981,iZombie,SHOW,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",2015,TV-14,42,"['scifi', 'drama', 'horror', 'comedy', 'crime']",['US'],5.0,tt3501584,7.8,69960.0,56.796,7.803
tm141571,Goosebumps,MOVIE,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",2015,PG,103,"['comedy', 'action', 'horror', 'fantasy', 'family']",['US'],,tt1051904,6.3,90860.0,27.663,6.3
tm239676,Hush,MOVIE,A deaf woman is stalked by a psychotic killer in her secluded home.,2016,R,81,"['thriller', 'horror']",['US'],,tt5022702,6.6,123667.0,17.562,6.741
tm151807,Creep,MOVIE,"Looking for work, Aaron comes across a cryptic online ad: “$1,000 for the day. Filming service. Discretion is appreciated.” Low on cash and full of naiveté, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",2015,R,82,"['horror', 'thriller']",['US'],,tt3263612,6.3,58899.0,11.182,6.372
tm137693,Crimson Peak,MOVIE,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015,R,119,"['horror', 'thriller', 'fantasy', 'drama', 'romance']",['US'],,tt2554274,6.5,151520.0,19.763,6.6
ts39007,Van Helsing,SHOW,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",2016,TV-14,42,"['scifi', 'action', 'drama', 'fantasy', 'horror']",['US'],5.0,tt5197820,6.2,22950.0,77.451,7.089
tm245271,Gantz:O,MOVIE,"Somewhere in Tokyo, there is a room. In that room is a black sphere. Periodically, people who should otherwise have died are transferred to the room. There, the sphere gives them special suits and weapons, and sends them out on a mission to kill aliens here on Earth. While these missions take place, the rest of the world is largely oblivious to them. These missions are lethal - few participants survive them. The sphere calls the shots, and it's not the slightest bit nice. Its name... Gantz.",2016,NC-17,95,"['scifi', 'action', 'animation', 'thriller', 'horror', 'drama', 'fantasy']",['JP'],,tt5923962,7.1,15615.0,22.321,7.307
tm215911,Ludo,MOVIE,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.",2016,,90,"['horror', 'fantasy', 'thriller']",['IN'],,tt3724898,2.8,891.0,3.911,2.913
tm206698,Ouija: Origin of Evil,MOVIE,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016,PG-13,99,"['horror', 'thriller', 'drama']",['US'],,tt4361050,4.9,7.0,29.286,6.1
tm238748,The Darkness,MOVIE,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,2016,PG-13,92,"['thriller', 'horror']",['US'],,tt1878841,4.5,16542.0,10.141,4.8
tm194792,The Boy,MOVIE,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",2016,PG-13,97,"['thriller', 'horror']",['US'],,tt3882082,6.0,95464.0,29.759,5.9
ts36177,Glitch,SHOW,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,2015,TV-MA,53,"['scifi', 'thriller', 'drama', 'horror']",['AU'],3.0,tt4192782,7.3,17240.0,44.919,6.82
tm139532,Before I Wake,MOVIE,"In this intense and heart pounding supernatural thriller, Jessie (Kate Bosworth) and Mark (Thomas Jane) decide to take in a sweet and loving 8-year-old boy, Cody. Unbeknownst to them, Cody is terrified of falling asleep. At first, they assume his previous unstable homes caused his aversion to sleep, but soon discover why: Cody's dreams manifest in reality as he sleeps. In one moment they experience the incredible wonder of Cody's imagination, and in the next, the horrific nature of his night terrors. To save their new family, Jessie and Mark embark on a dangerous hunt to uncover the truth behind Cody's nightmares.",2016,PG-13,97,"['fantasy', 'horror', 'thriller', 'drama']",['US'],,tt3174376,6.2,48398.0,18.732,6.46
ts38712,Kabaneri of the Iron Fortress,SHOW,"As the world is in the middle of an industrial revolution, a monster appears that cannot be defeated unless its heart, which is protected by a layer of iron, is pierced. By infecting humans with its bite, the monster can create aggressive and undead creatures known as Kabane. On the island Hinomoto, located in the far east, people have built stations to shelter themselves from these creatures. People access the station, as well as transport wares between them, with the help of a locomotive running on steam, called Hayajiro. Ikoma, a boy who lives in the Aragane station and helps to build Hayajiro, creates his own weapon called Tsuranukizutsu in order to defeat the creatures. One day, as he waits for an opportunity to use his weapon, he meets a girl named Mumei, who is excused from the mandatory Kabane inspection. During the night, Ikuma meets Mumei again as he sees Hayajiro going out of control. The staff on the locomotive has turned into the creatures. The station, now under attack by Kabane, is the opportunity Ikoma has been looking for.",2016,TV-MA,22,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'horror']",['JP'],2.0,tt5556656,7.2,5838.0,26.262,6.8
tm200126,He Never Died,MOVIE,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,2015,,99,"['fantasy', 'horror', 'drama', 'comedy', 'thriller']","['US', 'CA']",,tt2386404,6.3,21126.0,7.384,6.1
tm134791,Unfriended,MOVIE,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",2015,R,83,"['thriller', 'drama', 'horror']",['US'],,tt3713166,5.5,73854.0,20.591,5.5
tm233214,Under the Shadow,MOVIE,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",2016,PG-13,84,"['drama', 'horror', 'thriller', 'war', 'fantasy']","['GB', 'IR', 'JO', 'QA']",,tt4273292,6.8,28499.0,9.797,6.474
tm219699,Phantom,MOVIE,"Phantom is an action thriller that unfolds across various countries around the world. The plot revolves around protagonist Daniyal, whose journey to seek justice takes him from India to Europe, America and the volatile Middle East. However, he finds out that in a mission like this, there is always a price to pay, in this case, a very personal price.",2015,,136,"['thriller', 'action', 'drama', 'crime', 'horror', 'european']",['IN'],,tt3469244,5.9,9554.0,4.542,5.577
tm263743,The Doll,MOVIE,"Anya and Daniel just moved to their new house in Bandung. Daniel brings home a doll from his workplace. Anya, who is a dollmaker, welcomes the doll happily to their house. They later learned that the doll belonged to a little girl named Uci, who died when she and her family were brutally murdered in a robbery. Strange things begin to happen.....",2016,,106,"['thriller', 'horror']",['ID'],,tt6011480,5.1,849.0,4.765,5.31
ts55365,The Haunted House,SHOW,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",2016,TV-PG,25,"['thriller', 'comedy', 'drama', 'family', 'fantasy', 'horror', 'animation']",['KR'],7.0,tt9518312,8.3,104.0,16.478,7.333
tm211510,Incarnate,MOVIE,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,2016,PG-13,91,"['thriller', 'horror']",['US'],,tt3216348,5.3,13494.0,10.804,5.4
ts38758,Ajin,SHOW,"17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",2016,TV-MA,23,"['animation', 'action', 'thriller', 'drama', 'horror', 'fantasy', 'scifi']",['JP'],2.0,tt5537534,7.6,6570.0,22.512,8.128
tm206512,Circle,MOVIE,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there.  Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die…executed by a strange device in the center of the room.",2015,,87,"['thriller', 'drama', 'horror', 'scifi', 'european']",['US'],,tt3118452,6.0,52925.0,12.656,6.043
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,A young nurse takes care of elderly author who lives in a haunted house.,2016,,89,"['drama', 'horror', 'thriller']","['US', 'CA']",,tt5059406,4.6,15124.0,11.522,4.47
tm246485,U Turn,MOVIE,A journalist who intents to write an article on traffic rule breakers gets dragged into a whirlpool of murder cases and deception.,2016,R,120,"['thriller', 'crime', 'horror', 'drama']",['IN'],,tt5377564,7.5,3310.0,4.919,6.771
tm233465,The Bye Bye Man,MOVIE,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",2016,PG-13,96,"['horror', 'thriller', 'fantasy', 'drama']",['US'],,tt4030600,4.3,24810.0,18.258,5.2
tm233533,White Girl,MOVIE,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",2016,,88,"['drama', 'horror', 'crime']",['US'],,tt4129870,5.7,10646.0,12.556,5.702
ts53155,Crazyhead,SHOW,Amy and Raquel attempt to navigate their way through the choppy waters of their early twenties whilst simultaneously kicking the ass of some seriously gnarly demons. What could possibly go wrong?,2016,TV-MA,43,"['comedy', 'horror', 'scifi', 'european']",['GB'],1.0,tt6038584,7.2,5186.0,5.633,6.7
tm562821,Grandmother's Farm Part 2,MOVIE,"After the mysterious events that occurred to 5 five friends on the farm (in part 1), they decided to go for a new adventure trip set off from Abu Dhabi to Fujairah in an mood of funny situations, but they face more frightening events that turned their journey from joy and fun to fear and horror.",2015,,80,"['comedy', 'horror', 'thriller']",['AE'],,tt4658908,5.6,68.0,,
ts58433,The Haunting of Hill House,SHOW,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,TV-MA,58,"['drama', 'horror', 'thriller']",['US'],1.0,tt6763664,8.6,252856.0,44.147,8.143
tm244208,It,MOVIE,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017,R,135,"['horror', 'fantasy', 'thriller']",['US'],,tt1396484,7.3,559932.0,54.101,7.235
tm242705,Raw,MOVIE,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",2017,R,99,"['horror', 'drama', 'fantasy', 'european']","['BE', 'FR', 'US']",,tt4954522,7.0,72460.0,26.409,7.063
ts81064,Legacies,SHOW,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",2018,TV-14,41,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4.0,tt8103070,7.3,33335.0,182.116,8.516
ts80856,Chilling Adventures of Sabrina,SHOW,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.",2018,TV-14,57,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],4.0,tt7569592,7.4,98700.0,81.912,8.272
ts53545,Santa Clarita Diet,SHOW,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,2017,TV-MA,29,"['thriller', 'horror', 'comedy']",['US'],3.0,tt5580540,7.8,70415.0,21.003,7.463
ts56261,Castlevania,SHOW,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.",2017,TV-MA,26,"['scifi', 'animation', 'drama', 'fantasy', 'horror', 'action']",['US'],4.0,tt6517102,8.3,68855.0,46.78,8.298
tm287684,The Ritual,MOVIE,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017,R,104,"['thriller', 'horror']","['CA', 'GB']",,tt5638642,6.3,105599.0,43.789,6.216
